record_id,date,season,month,leaf_weight_kg,leaf_moisture_percent,withering_time_hours,fermentation_time_hours,drying_temperature_celsius,drying_duration_minutes,ambient_temperature_celsius,humidity_percentage,rainfall_mm,collection_region,powder_weight_kg,yield_percentage
REC-02601,6/1/2022,SW_Monsoon,6,485.27,82,18.44,3.4,98.4,29.3,23.5,81.4,11.82,East_Block,104.22,21.48
REC-02602,6/1/2022,SW_Monsoon,6,387.01,82.3,16.74,2.41,99,30.5,20.9,84.6,9.97,Upper_Division,81.39,21.03
REC-02603,6/1/2022,SW_Monsoon,6,644.25,79.3,14.95,2.49,102.6,21,18.1,84.3,14.75,East_Block,139.94,21.72
REC-02604,5/31/2022,SW_Monsoon,5,276.75,78,14.69,2.54,103.5,25.5,21.1,86.6,11.68,Middle_Division,61.99,22.4
REC-02605,5/31/2022,SW_Monsoon,5,490.22,78.3,18.25,3.12,101.4,22.8,23.1,88.2,12.6,Middle_Division,110.88,22.62
REC-02606,5/31/2022,SW_Monsoon,5,486.64,80.6,18.29,3.13,95.1,23.5,24.2,80.5,11.99,West_Block,111.4,22.89
REC-02607,5/31/2022,SW_Monsoon,5,486.86,76.7,15.14,4.26,99.9,24.8,23.8,85.3,9.46,East_Block,106.66,21.91
REC-02608,5/31/2022,SW_Monsoon,5,509.45,73.4,12,4.5,98.7,25.3,21.4,82.5,14.92,Middle_Division,107.87,21.17
REC-02609,5/31/2022,SW_Monsoon,5,702.13,76.6,16.4,3,95.2,21,20.6,91.8,13.15,East_Block,161.02,22.93
REC-02610,5/30/2022,SW_Monsoon,5,624.04,83.1,13.88,3.07,102.7,24,21.7,88.3,13.75,Lower_Division,143.35,22.97
REC-02611,5/30/2022,SW_Monsoon,5,487.11,77.3,13.47,2.3,109.9,26,18.4,82.7,10.68,Middle_Division,106.21,21.8
REC-02612,5/30/2022,SW_Monsoon,5,548.74,76.7,13.53,2.91,94.7,22,24,84.6,14.88,East_Block,126.25,23.01
REC-02613,5/29/2022,SW_Monsoon,5,504.51,79.2,16.15,3.51,97.8,27.1,22.7,80.5,14.79,Middle_Division,113.42,22.48
REC-02614,5/29/2022,SW_Monsoon,5,474.5,74,18.06,3.02,92.4,21.3,22.5,90.6,12.06,Lower_Division,104.49,22.02
REC-02615,5/29/2022,SW_Monsoon,5,369.33,75.2,14.5,3.41,98.8,27.2,22.3,88.8,10.09,Lower_Division,84.85,22.97
REC-02616,5/29/2022,SW_Monsoon,5,476.65,83.4,16.94,3.29,93.8,31.2,23.3,90.3,9.93,Middle_Division,104.47,21.92
REC-02617,5/29/2022,SW_Monsoon,5,480.88,83.2,15.54,2,92.5,27.8,22,81.3,10.68,Lower_Division,108.26,22.51
REC-02618,5/29/2022,SW_Monsoon,5,692.85,77.8,14.08,2.45,99.4,25.3,19.3,88.3,14.76,Middle_Division,149.34,21.55
REC-02619,5/29/2022,SW_Monsoon,5,503.41,78.7,15.57,3.63,101.9,26.6,19,83.8,10.63,Upper_Division,110.05,21.86
REC-02620,5/28/2022,SW_Monsoon,5,701.93,77.2,15.92,3.21,100.1,22.4,24.9,87.9,14.88,West_Block,157.23,22.4
REC-02621,5/28/2022,SW_Monsoon,5,267.71,72.9,16.36,3.38,91.2,21.3,18.2,87.1,9.15,Upper_Division,56.22,21
REC-02622,5/27/2022,SW_Monsoon,5,582.68,80.1,14.22,2.65,93.6,29.2,23.2,85.8,11.36,Lower_Division,130.19,22.34
REC-02623,5/26/2022,SW_Monsoon,5,744.95,80.7,14.95,2.58,92.2,24.5,22.1,81.3,9.53,Middle_Division,164.88,22.13
REC-02624,5/26/2022,SW_Monsoon,5,342.72,74.1,17.86,3.24,92.8,24,23.8,81.6,9.19,Upper_Division,72.91,21.27
REC-02625,5/25/2022,SW_Monsoon,5,557.28,83.7,13.11,3.85,97.7,24.7,19.7,86.1,12.87,East_Block,118.2,21.21
REC-02626,5/25/2022,SW_Monsoon,5,735.6,75.6,14.84,2.95,104.8,23.3,20.9,84.4,10.66,East_Block,166.74,22.67
REC-02627,5/24/2022,SW_Monsoon,5,402.21,81.1,18.04,2.45,107,25.5,23.2,87.1,8.59,East_Block,82.63,20.54
REC-02628,5/24/2022,SW_Monsoon,5,601.6,73,16.92,2.79,111.7,24.5,22.5,89.4,8.88,Middle_Division,132.65,22.05
REC-02629,5/23/2022,SW_Monsoon,5,377.46,73.1,16.45,3.11,113.9,18,18.8,82.2,8.98,Lower_Division,80.42,21.31
REC-02630,5/23/2022,SW_Monsoon,5,458.17,74.8,14.99,3.39,100.9,21.4,23.9,87.5,10.29,Middle_Division,102.73,22.42
REC-02631,5/23/2022,SW_Monsoon,5,525.65,79.9,16.73,2,108.5,29,21.3,81.3,9.97,Lower_Division,115.56,21.98
REC-02632,5/23/2022,SW_Monsoon,5,370.65,79.5,16.5,2.12,93.3,23.5,22,80.8,9.98,West_Block,82.87,22.36
REC-02633,5/22/2022,SW_Monsoon,5,641.1,75.8,16,2.71,91.9,21.6,25,84.6,14.6,Middle_Division,142.88,22.29
REC-02634,5/21/2022,SW_Monsoon,5,539.92,81.7,16.72,3.32,91.1,24.2,21.6,82.1,8.74,West_Block,123.9,22.95
REC-02635,5/20/2022,SW_Monsoon,5,731.34,79.2,16.01,3.23,95.1,23.3,18.2,88.2,14.04,Middle_Division,166.2,22.72
REC-02636,5/20/2022,SW_Monsoon,5,728.79,75.8,16.73,3.1,89.6,21.8,24.8,91,11.3,West_Block,164.99,22.64
REC-02637,5/20/2022,SW_Monsoon,5,464.88,75.4,15.22,3.29,86.5,25.5,18.1,90.7,14.47,West_Block,105.58,22.71
REC-02638,5/19/2022,SW_Monsoon,5,652.79,72.8,14.71,2.03,96.2,21.6,24.7,83.1,11.62,Middle_Division,145.81,22.34
REC-02639,5/18/2022,SW_Monsoon,5,523.77,74,14.09,2.69,89,28.1,19,89.9,11.95,Upper_Division,106.58,20.35
REC-02640,5/18/2022,SW_Monsoon,5,702.01,75.8,14.77,3.58,101.3,25.4,24.5,81.3,8.96,East_Block,157.46,22.43
REC-02641,5/18/2022,SW_Monsoon,5,586.96,75.3,16.04,3.16,101.6,22.3,24.2,87,13.6,West_Block,134.97,22.99
REC-02642,5/17/2022,SW_Monsoon,5,436.14,75.7,15.3,3.35,102.9,25.7,24.1,88.4,11.74,East_Block,100.21,22.98
REC-02643,5/17/2022,SW_Monsoon,5,682.32,75.8,15.64,3.3,100.7,25,18.2,85.7,14.33,Middle_Division,156.47,22.93
REC-02644,5/17/2022,SW_Monsoon,5,541.78,75,12.98,2.74,98.3,27.3,23.4,86.8,10.14,West_Block,119.48,22.05
REC-02645,5/17/2022,SW_Monsoon,5,374.88,80.7,16.66,2.83,104.7,20.9,19,88.1,11.34,East_Block,82.69,22.06
REC-02646,5/16/2022,SW_Monsoon,5,743.94,74.9,16.87,3.49,93.5,23.4,23.2,87.9,10.14,East_Block,164.01,22.05
REC-02647,5/16/2022,SW_Monsoon,5,469.14,77.6,17.16,2.56,98.5,21.1,19.5,84.4,13.41,Lower_Division,105.31,22.45
REC-02648,5/16/2022,SW_Monsoon,5,555.32,81.8,13.28,2.3,104.4,21.8,22.4,82.9,10.11,Upper_Division,121,21.79
REC-02649,5/16/2022,SW_Monsoon,5,621.38,80.4,16.83,4.5,92.6,23.1,18.5,83.8,14.89,East_Block,138.82,22.34
REC-02650,5/14/2022,SW_Monsoon,5,442.98,75.3,17.09,3.19,96.4,23.9,20.2,90.6,10.04,Middle_Division,101.73,22.97
REC-02651,5/14/2022,SW_Monsoon,5,308.48,76.9,14.2,2.88,97,24.3,24.7,81,13.77,Middle_Division,68.8,22.3
REC-02652,5/12/2022,SW_Monsoon,5,692.05,74.6,17.55,3.29,100.4,27.7,18.9,86.1,12.42,Lower_Division,159.11,22.99
REC-02653,5/12/2022,SW_Monsoon,5,747.88,78.4,16.32,2.61,92.6,28.1,21,86.2,8.36,East_Block,162.94,21.79
REC-02654,5/12/2022,SW_Monsoon,5,382.75,75.9,15.91,3.55,109.3,25.7,23.4,83.4,12.92,West_Block,85.7,22.39
REC-02655,5/11/2022,SW_Monsoon,5,361.83,81.7,15.46,2.27,95.1,27.8,18.5,87.9,14.54,Middle_Division,80.25,22.18
REC-02656,5/10/2022,SW_Monsoon,5,656.46,78.5,17.82,2.71,95.6,27.1,22.8,90.9,9.41,West_Block,146.21,22.27
REC-02657,5/9/2022,SW_Monsoon,5,632.79,79.1,16.43,2.63,95.1,32.4,21.3,84.6,9.46,Middle_Division,138.97,21.96
REC-02658,5/9/2022,SW_Monsoon,5,452.21,75,15.64,2.64,103.3,25.2,24.4,90.9,10,West_Block,103.68,22.93
REC-02659,5/9/2022,SW_Monsoon,5,632.39,78.4,15.06,2.83,90.4,27.5,24.2,87.6,10.05,Upper_Division,142.51,22.54
REC-02660,5/9/2022,SW_Monsoon,5,528.33,82.1,14.79,3.71,103.1,26.3,19.8,90.7,13.74,East_Block,114.81,21.73
REC-02661,5/8/2022,SW_Monsoon,5,354.58,80,17.65,3.25,107.8,25.5,19.5,88.7,10.34,Upper_Division,79.78,22.5
REC-02662,5/8/2022,SW_Monsoon,5,654.06,79.5,14.72,2.05,106.4,25,22.6,80.2,10.34,Upper_Division,143.77,21.98
REC-02663,5/8/2022,SW_Monsoon,5,882.04,73.3,15.14,3.74,90.7,22,24.8,81.3,9.04,East_Block,186.88,21.19
REC-02664,5/8/2022,SW_Monsoon,5,562.98,78.8,14.66,3.76,100.5,25.2,18.8,81.1,13.52,West_Block,124.95,22.19
REC-02665,5/8/2022,SW_Monsoon,5,599.77,79.8,18.35,2.32,100,28.9,24.2,88.8,12.18,Upper_Division,126.01,21.01
REC-02666,5/7/2022,SW_Monsoon,5,560.51,78.7,17.54,3.04,98.1,25.1,18.2,84.8,14.58,East_Block,128.65,22.95
REC-02667,5/7/2022,SW_Monsoon,5,390.49,76.9,16.88,3.74,94.1,27.1,19.2,83.2,9.3,West_Block,85.46,21.89
REC-02668,5/6/2022,SW_Monsoon,5,640.4,84.9,13.83,3.43,102.1,25.9,20.7,89.6,10.63,East_Block,139.14,21.73
REC-02669,5/6/2022,SW_Monsoon,5,609.31,77.2,14.03,3.12,102.7,29.2,23.2,84.4,12.36,East_Block,133.47,21.9
REC-02670,5/6/2022,SW_Monsoon,5,683.95,82.2,15.91,3.62,94.7,28.3,23.9,80.2,14.53,Upper_Division,144.76,21.17
REC-02671,5/6/2022,SW_Monsoon,5,410.66,78.5,14.3,3.16,95.3,25.7,23.3,89.9,12.3,East_Block,93.63,22.8
REC-02672,5/5/2022,SW_Monsoon,5,675.97,78.7,18.76,3.37,100.5,24.3,19.4,80.2,9.21,East_Block,150.43,22.25
REC-02673,5/5/2022,SW_Monsoon,5,539.83,80.3,18.44,2.51,98.7,27.2,20.2,83.9,9.8,Middle_Division,121.98,22.6
REC-02674,5/5/2022,SW_Monsoon,5,471.27,74.3,15.22,2,102,31.4,22.6,87.8,10.07,Upper_Division,100.52,21.33
REC-02675,5/3/2022,SW_Monsoon,5,490.47,80.7,15.45,2.86,94.7,29.2,24.2,86.5,10.96,West_Block,111.05,22.64
REC-02676,5/3/2022,SW_Monsoon,5,583.53,81.7,13.18,2.47,100.1,32.3,21.9,89.1,9.3,Upper_Division,124.29,21.3
REC-02677,5/3/2022,SW_Monsoon,5,633.13,81,16.05,3.14,97.6,25.7,20.5,84.5,13.49,East_Block,139.58,22.05
REC-02678,5/3/2022,SW_Monsoon,5,712.72,77,17.19,2.91,96.6,29,20.5,80.2,11.56,Middle_Division,160.55,22.53
REC-02679,5/2/2022,SW_Monsoon,5,551.16,74.6,18.69,3.26,99.9,27.5,22.3,90.3,11.2,Middle_Division,126.79,23
REC-02680,5/2/2022,SW_Monsoon,5,680.34,78.4,14.87,2.44,94.2,23.8,19.2,84.9,10.7,Lower_Division,154.08,22.65
REC-02681,5/2/2022,SW_Monsoon,5,751.66,77,13.48,2.83,101.9,27.5,23,89.1,12.88,Lower_Division,172.7,22.98
REC-02682,5/2/2022,SW_Monsoon,5,753.32,74.8,14.75,3.07,91.8,25.3,19.7,85.4,12.79,Middle_Division,166.2,22.06
REC-02683,5/1/2022,SW_Monsoon,5,555.35,78.3,17.83,3.2,102.4,19.1,24.8,89.6,10.87,Upper_Division,123.25,22.19
REC-02684,5/1/2022,SW_Monsoon,5,455.9,78.5,17.88,3.5,91.1,27.3,23.4,86.5,14.52,Upper_Division,98.39,21.58
REC-02685,5/1/2022,SW_Monsoon,5,436.57,72.1,12,3.62,97.3,23.8,19.4,83,12.74,East_Block,93.14,21.33
REC-02686,5/1/2022,SW_Monsoon,5,478.24,77.4,16.06,2.79,102.8,26.6,18.2,87,12.32,Lower_Division,109.4,22.88
REC-02687,5/1/2022,SW_Monsoon,5,565.37,74.7,16.07,3.16,101.7,26.4,24.2,87.6,12.76,Middle_Division,129.82,22.96
REC-02688,4/30/2022,SW_Monsoon,4,796.52,71.9,15.07,3.42,89.1,29.7,19,84.7,10.83,East_Block,171.23,21.5
REC-02689,4/30/2022,SW_Monsoon,4,578.72,78,17.11,3.52,94.6,20.8,23.2,81.6,9.52,West_Block,123.05,21.26
REC-02690,4/30/2022,SW_Monsoon,4,598.79,78.6,17,3.26,102.1,22.2,23,88.3,10.42,West_Block,138.25,23.09
REC-02691,4/30/2022,SW_Monsoon,4,446.14,78.6,15.55,3.34,94.4,26.7,22.2,89.6,14.84,Upper_Division,96.38,21.6
REC-02692,4/29/2022,SW_Monsoon,4,697.56,85,15.91,3.07,98.8,23.2,20.2,80,13.43,East_Block,153.32,21.98
REC-02693,4/29/2022,SW_Monsoon,4,541.32,80.8,17.05,3.15,94.6,24.6,22.8,91.8,9.94,East_Block,116.14,21.45
REC-02694,4/29/2022,SW_Monsoon,4,534.33,82.1,15.98,2.75,88.9,29.2,22.1,83.5,14.65,Middle_Division,111.9,20.94
REC-02695,4/29/2022,SW_Monsoon,4,742.48,77.6,16.53,3.01,104.6,27.1,18.6,87.4,10.61,East_Block,169.19,22.79
REC-02696,4/28/2022,SW_Monsoon,4,612.36,74.6,16.16,2.7,103.6,24.7,20.8,91.7,14.93,Middle_Division,139.29,22.75
REC-02697,4/28/2022,SW_Monsoon,4,276.43,76.5,16.29,3.45,97.4,26.5,18.1,91,11.67,Lower_Division,63.69,23.04
REC-02698,4/27/2022,SW_Monsoon,4,381.2,84.5,17.27,3.01,93.6,20.2,21.2,87.1,11.84,East_Block,81.18,21.3
REC-02699,4/27/2022,SW_Monsoon,4,250,78.4,17.56,2.69,103.3,22.7,23.2,88.3,13.68,Upper_Division,56.7,22.68
REC-02700,4/27/2022,SW_Monsoon,4,395.06,80.5,14.09,2,101.8,23.8,19.1,87.7,8.62,Upper_Division,83.36,21.1
REC-02701,4/27/2022,SW_Monsoon,4,851.29,73.8,17.67,2.99,104.3,30.1,22.6,89,12.79,East_Block,187.54,22.03
REC-02702,4/27/2022,SW_Monsoon,4,590.75,79.2,15.35,3.25,102.9,25.3,18.4,86.7,10.18,Lower_Division,135.22,22.89
REC-02703,4/26/2022,SW_Monsoon,4,551.98,78.8,18.32,2.05,96.8,20.1,19.8,89.1,10.62,West_Block,123.26,22.33
REC-02704,4/26/2022,SW_Monsoon,4,495.53,85,18.36,2.64,96,25.5,22.7,82.8,10.49,Upper_Division,106.94,21.58
REC-02705,4/26/2022,SW_Monsoon,4,484.03,74.2,16.2,2.64,98.4,21.1,23.8,82.7,8.91,Lower_Division,111.59,23.06
REC-02706,4/26/2022,SW_Monsoon,4,644.88,78.3,13.63,2.67,103.9,21.5,18.2,91.8,10.33,East_Block,148.54,23.03
REC-02707,4/25/2022,SW_Monsoon,4,667.98,77.4,17.18,2.93,94.5,23.8,20.9,87.4,9.52,Lower_Division,153.49,22.98
REC-02708,4/25/2022,SW_Monsoon,4,744.76,83.5,17.19,3.06,98.7,25,19.9,90.5,13.51,West_Block,168.8,22.67
REC-02709,4/25/2022,SW_Monsoon,4,691.83,78.7,15.61,2.84,100.9,23.4,20.9,85.8,13.44,West_Block,159.35,23.03
REC-02710,4/24/2022,SW_Monsoon,4,808.78,78.1,16.61,2.81,101.5,20.3,21.6,88.2,8.9,West_Block,183.1,22.64
REC-02711,4/23/2022,SW_Monsoon,4,605.83,81.1,16.79,2.81,93.7,25.1,20.8,90.9,8.96,Middle_Division,139.83,23.08
REC-02712,4/23/2022,SW_Monsoon,4,602.72,80.5,13.55,3.34,106.3,21.6,23.8,85.4,14.91,Upper_Division,128.04,21.24
REC-02713,4/23/2022,SW_Monsoon,4,647.41,72.1,14.68,2.87,99.7,22.2,19.5,85.1,9.88,West_Block,148.9,23
REC-02714,4/23/2022,SW_Monsoon,4,557.1,78.3,13.03,3.07,97.6,21.1,19.9,81,8.52,Lower_Division,125.9,22.6
REC-02715,4/22/2022,SW_Monsoon,4,606.73,80.9,15.21,2.47,94.5,29.3,24.9,87.1,9.01,Upper_Division,130.25,21.47
REC-02716,4/22/2022,SW_Monsoon,4,494.04,78.3,16.44,3.04,101.3,24.1,24.7,86.8,12.09,West_Block,113.19,22.91
REC-02717,4/22/2022,SW_Monsoon,4,752.39,81.1,17.04,3.26,95.8,26.2,24.4,89.8,9.81,Lower_Division,173.09,23
REC-02718,4/21/2022,SW_Monsoon,4,631.5,83.7,17.26,4.07,100.1,24.8,22.2,90.2,10.42,Upper_Division,136.42,21.6
REC-02719,4/21/2022,SW_Monsoon,4,250,79.5,15.11,2.31,96.2,25.9,19.2,85.7,14.93,Upper_Division,54.47,21.79
REC-02720,4/21/2022,SW_Monsoon,4,334.12,78.5,12.41,2.88,95.3,28,21,88.7,10.24,East_Block,72.64,21.74
REC-02721,4/21/2022,SW_Monsoon,4,474.93,76.7,17.17,2.6,106.2,24.8,21.9,81.8,9.56,Lower_Division,103.21,21.73
REC-02722,4/20/2022,SW_Monsoon,4,518.52,83.4,15.56,2.88,99.3,22.4,24.8,80.8,13.87,East_Block,116.76,22.52
REC-02723,4/19/2022,SW_Monsoon,4,478.09,80,13.7,2.48,90.9,24.3,20.9,89.1,13.63,West_Block,102.21,21.38
REC-02724,4/19/2022,SW_Monsoon,4,392.16,82.5,14.87,3.63,88.7,27,22.7,90.4,14.16,Upper_Division,82.11,20.94
REC-02725,4/19/2022,SW_Monsoon,4,280.22,78.2,16.06,2.8,94.5,24.9,20.9,80.1,13.13,Lower_Division,64.72,23.1
REC-02726,4/18/2022,SW_Monsoon,4,537.6,74.9,16.77,2.55,101.3,24.4,18.1,85.5,11.82,Lower_Division,123.59,22.99
REC-02727,4/18/2022,SW_Monsoon,4,600.16,78.6,14.23,2.98,98.1,29.4,18.5,85,10.51,Middle_Division,132.68,22.11
REC-02728,4/17/2022,SW_Monsoon,4,514.37,78.5,17.05,2.74,98.2,23.3,18.5,86.5,10.23,West_Block,118.4,23.02
REC-02729,4/17/2022,SW_Monsoon,4,620.55,78.4,13.52,2.97,105.7,24.6,23.1,91.3,10.55,Upper_Division,140.26,22.6
REC-02730,4/17/2022,SW_Monsoon,4,304.07,82.7,18.96,2.87,102.8,28.5,20.6,81,8.48,West_Block,68.43,22.51
REC-02731,4/17/2022,SW_Monsoon,4,355.77,76,15.05,2.21,96.9,27,19.6,81.3,14.66,Middle_Division,79.27,22.28
REC-02732,4/16/2022,SW_Monsoon,4,568.94,84,15.08,2.62,98.3,20,19.8,81.6,11.02,Middle_Division,124.48,21.88
REC-02733,4/16/2022,SW_Monsoon,4,489.44,76.1,19.9,3.26,108,29.5,18.2,86.5,9.09,Lower_Division,105.11,21.48
REC-02734,4/16/2022,SW_Monsoon,4,589.97,82.2,16.38,2.97,102.3,24.2,21.9,83.8,9.4,Middle_Division,135.31,22.93
REC-02735,4/16/2022,SW_Monsoon,4,469,81,14.31,2.25,100.6,23.8,22.1,82.7,8.61,West_Block,102.14,21.78
REC-02736,4/16/2022,SW_Monsoon,4,485.08,81.6,16.15,2.98,93.5,26.5,18.7,90.7,14.45,Upper_Division,109.06,22.48
REC-02737,4/15/2022,SW_Monsoon,4,551.67,80.6,17.05,3.58,94.8,27.1,24,88.4,12.57,East_Block,123.28,22.35
REC-02738,4/15/2022,SW_Monsoon,4,419.65,77.3,15.57,2.17,96.1,22.2,18.9,89.6,13.39,West_Block,95.56,22.77
REC-02739,4/15/2022,SW_Monsoon,4,733.13,82.4,17.17,2.13,97,21.5,19.5,84.9,13.42,Middle_Division,160.7,21.92
REC-02740,4/13/2022,SW_Monsoon,4,529.12,76.9,17.49,3.7,90.2,25.5,23.5,84.8,9.5,Middle_Division,112.66,21.29
REC-02741,4/13/2022,SW_Monsoon,4,411.67,80.1,15.4,2,101.2,20.9,19.5,89.8,13.01,Lower_Division,91.59,22.25
REC-02742,4/12/2022,SW_Monsoon,4,597.34,78.6,13.84,2.94,94.8,20.3,21.6,90.6,14.11,Lower_Division,137.11,22.95
REC-02743,4/11/2022,SW_Monsoon,4,486.92,78.4,15.86,2.51,102.9,24.8,21.1,91.4,11.45,Lower_Division,111.75,22.95
REC-02744,4/11/2022,SW_Monsoon,4,494.96,73.4,17.15,3.05,108.1,25.3,18.5,84.2,11.82,West_Block,110.35,22.29
REC-02745,4/11/2022,SW_Monsoon,4,483.77,79.9,18.54,3.16,102.5,25.5,23.2,90.8,12.01,East_Block,111.55,23.06
REC-02746,4/10/2022,SW_Monsoon,4,413.26,80.4,15.74,3.2,98.2,27.1,22.5,84.2,9.46,Lower_Division,95.22,23.04
REC-02747,4/10/2022,SW_Monsoon,4,497.19,77,15.63,2.37,93.1,20,20.4,90.9,10.57,Upper_Division,105.95,21.31
REC-02748,4/10/2022,SW_Monsoon,4,594.07,77.1,17.84,2.83,106,21.8,19.1,89.6,13.86,Upper_Division,128.34,21.6
REC-02749,4/10/2022,SW_Monsoon,4,678.02,79.3,15.79,3.62,93.6,22.2,23.4,81.4,13.19,Lower_Division,156.06,23.02
REC-02750,4/9/2022,SW_Monsoon,4,575.46,77,14.7,2.15,97.6,28.2,24.5,81.4,13.52,Lower_Division,132.48,23.02
REC-02751,4/9/2022,SW_Monsoon,4,570.41,78.7,13.72,2.68,96.6,22.4,22,87.1,14.36,East_Block,127.83,22.41
REC-02752,4/8/2022,SW_Monsoon,4,362.56,74.6,17.37,3.25,94.2,24.4,20.4,84.7,13.35,East_Block,80.44,22.19
REC-02753,4/8/2022,SW_Monsoon,4,648.16,76.8,15.85,4.16,96.1,27.9,21.9,88,12.66,West_Block,145.39,22.43
REC-02754,4/8/2022,SW_Monsoon,4,476.6,72.8,17.34,3.17,103.3,28.3,22.5,88.5,13.82,West_Block,105.91,22.22
REC-02755,4/7/2022,SW_Monsoon,4,505.43,85,16.72,3.03,95.8,25.6,20.5,81.1,9.89,Upper_Division,111.13,21.99
REC-02756,4/5/2022,SW_Monsoon,4,632.47,80.2,17.04,2,97.7,25.6,20.1,86.8,14.95,East_Block,139.12,22
REC-02757,4/5/2022,SW_Monsoon,4,678.98,77.5,14.2,3,102.4,27.3,24.8,80.7,14.49,West_Block,155.95,22.97
REC-02758,4/5/2022,SW_Monsoon,4,637.86,79.1,17.35,2.32,104.5,20.1,23.8,84.2,13.1,West_Block,143.32,22.47
REC-02759,4/4/2022,SW_Monsoon,4,694.6,70,15.85,2.46,95.7,24.7,21.3,89.7,12.1,Lower_Division,156.69,22.56
REC-02760,4/3/2022,SW_Monsoon,4,495.53,76.8,15.49,3.53,85.7,25,20.8,89.3,13.87,East_Block,106.57,21.51
REC-02761,4/3/2022,SW_Monsoon,4,611.32,80.2,15.37,2.38,91.2,26.2,20.1,91.4,14.18,West_Block,135.47,22.16
REC-02762,4/2/2022,SW_Monsoon,4,561.11,78.6,16.87,2.59,93,25.1,20.9,86,8.99,Lower_Division,129.02,22.99
REC-02763,4/2/2022,SW_Monsoon,4,660.18,74.3,13.07,2.8,97,24,23.2,83.3,11.24,Upper_Division,148.77,22.54
REC-02764,4/1/2022,SW_Monsoon,4,508.86,82.6,15.45,2.22,96.7,29.9,18.5,88.8,11.46,Middle_Division,113.23,22.25
REC-02765,4/1/2022,SW_Monsoon,4,528.7,77.9,12.96,2.6,94.8,24.2,18.1,83.5,8.43,East_Block,114.68,21.69
REC-02766,3/31/2022,Western,3,689.1,81.8,15.53,3.13,99.7,25.7,16.9,79.6,3.13,Upper_Division,138.43,20.09
REC-02767,3/31/2022,Western,3,732.28,74.9,17.81,2.88,92.1,19.7,15.9,70.5,2.66,Upper_Division,139.95,19.11
REC-02768,3/31/2022,Western,3,584.26,80.5,14.4,2.52,107.4,28.2,20.5,77.5,4.31,East_Block,110.72,18.95
REC-02769,3/31/2022,Western,3,548.4,73.9,16.12,3.14,91,28.9,18,82.2,3.11,Middle_Division,110.7,20.19
REC-02770,3/31/2022,Western,3,417.71,82.2,18.48,3.38,90.6,25.6,18.7,84.4,3.69,Lower_Division,86.36,20.68
REC-02771,3/31/2022,Western,3,476.48,76,14.49,4.35,101.2,23.2,20.3,81,4.46,Upper_Division,94.72,19.88
REC-02772,3/31/2022,Western,3,586.7,78.6,16.17,2.53,93.4,26.2,20.8,80.9,2.96,Upper_Division,119.13,20.31
REC-02773,3/31/2022,Western,3,512.54,79.4,16.18,2.86,108.5,25.3,19.3,84.9,1.98,Middle_Division,101.62,19.83
REC-02774,3/30/2022,Western,3,642.21,77.3,15.55,2.55,98.9,23.5,18.9,72.6,4.52,Lower_Division,134.5,20.94
REC-02775,3/29/2022,Western,3,656.5,80.1,13.72,3.08,87.5,24.2,17.4,82.3,2.73,Upper_Division,120.68,18.38
REC-02776,3/29/2022,Western,3,429.69,79.9,16.83,2.64,96.4,26.5,19.8,83.7,3.3,Middle_Division,87.86,20.45
REC-02777,3/27/2022,Western,3,510.84,74.7,16.04,2.36,96.9,29.4,17.5,75.1,4.97,East_Block,100.39,19.65
REC-02778,3/27/2022,Western,3,773.42,77.2,17.84,2.36,105.1,24.6,15.9,83.7,2.34,Middle_Division,159.24,20.59
REC-02779,3/26/2022,Western,3,397.59,77.7,12.28,2.66,101.4,26.5,16.3,74.4,2.31,Middle_Division,78.95,19.86
REC-02780,3/26/2022,Western,3,641.34,80.5,16.98,3.12,97.8,28.4,16.3,82.6,4.82,West_Block,131.83,20.55
REC-02781,3/26/2022,Western,3,448.8,80.9,17.6,2.54,97.7,31.1,21.4,78.1,2.54,Upper_Division,86.88,19.36
REC-02782,3/26/2022,Western,3,304.45,82.1,15.79,2,98.8,24.3,15,84.2,2.52,Lower_Division,63.04,20.71
REC-02783,3/26/2022,Western,3,538.5,80.4,14.13,2.94,96.2,22.3,15.8,77.6,3.46,East_Block,110.45,20.51
REC-02784,3/26/2022,Western,3,497.66,79.6,16.82,2.04,102.8,24.8,21.7,81.5,4.06,West_Block,95.6,19.21
REC-02785,3/26/2022,Western,3,327.11,76.5,16.36,2.85,104.8,25.6,17.6,83.1,4.27,Middle_Division,67.79,20.72
REC-02786,3/26/2022,Western,3,625.94,75.8,18.68,2.22,98.4,27.3,15.1,81.7,3.42,East_Block,121.94,19.48
REC-02787,3/25/2022,Western,3,538.08,73.3,15.89,3.66,99.7,23.4,18.9,83.6,2.13,Lower_Division,110.66,20.57
REC-02788,3/25/2022,Western,3,562.89,77.7,15.52,2.35,105.7,28.5,16.2,73.5,3.37,East_Block,110.56,19.64
REC-02789,3/25/2022,Western,3,539.64,80.1,16.2,2.57,95.5,24.5,18.1,82,3.38,East_Block,109.43,20.28
REC-02790,3/24/2022,Western,3,719.15,75.3,17.26,2.58,99.6,28.2,21.2,70.7,1.81,Upper_Division,137.78,19.16
REC-02791,3/24/2022,Western,3,601.88,79.7,16.07,2.59,108.5,23.5,17.9,77.9,3.35,Lower_Division,125.58,20.86
REC-02792,3/24/2022,Western,3,619.95,73.9,12.58,3.02,100.2,31.5,21.8,82.3,2.23,Middle_Division,120.89,19.5
